Lead_ID,City,Course_Interest,Lead_Source,Date
L00551,Ahmedabad,Data Analytics,Linkedin,2025/04/11
L00552,,Data Analytics,Linkedin,2025/06/01
L00553,Kolkata,Data Science,Website,2025/06/26
L00554,Chennai,AI/ML,Email Campaign,09-04-2025
L00555,Chennai,AI ml,Instagram,2025/02/05
L00556,Delhi,Business Analytics,Referral,2025/04/06
L00557,Chennai,data science,instagram,01-06-2025
L00558,Kolkata,Business Analytics,Referral,31-05-2025
L00559,Ahmedabad,Data Science,Website,2025/02/06
L00560,Ahmedabad,data science,LinkedIn,2025/01/12
L00561,Ahmedabad,Data Science,LinkedIn,2025/04/23
L00562,Pune,Business Analytics,,2025/01/13
L00563,,AI/ML,LinkedIn,2025/01/23
L00564,Pune,AI/ML,instagram,2025/04/09
L00565,Pune,,,2025/04/15
L00566,Pune,data science,Website,2025/01/30
L00567,Chennai,Data Science,instagram,2025/01/17
L00568,Mumbai,AI/ML,Instagram,2025/04/23
L00569,Chennai,Business Analytics,Email Campaign,2025/03/03
L00570,Mumbai,data science,LinkedIn,2025/03/25
L00571,Chennai,Business Analytics,Instagram,2025/04/22
L00572,Kolkata,Data Analytics,Referral,2025/03/27
L00573,,AI/ML,Email Campaign,2025/05/21
L00574,Bangalore,AI ml,LinkedIn,19-01-2025
L00575,Bangalore,AI ml,Campus Drive,2025/06/26
L00576,Pune,,Website,2025/04/10
L00577,Bangalore,,Instagram,2025/05/20
L00578,,data science,Instagram,27-05-2025
L00579,,Data Science,Website,2025/03/17
L00580,Hyderabad,Data Analytics,LinkedIn,2025/01/09
L00581,Delhi,data science,LinkedIn,28-01-2025
L00582,,Business Analytics,Referral,2025/05/08
L00583,Delhi,Business Analytics,Referral,2025/02/21
L00584,Bangalore,Data Science,instagram,2025/03/24
L00585,Delhi,,Referral,2025/04/21
L00586,Mumbai,,Website,24-05-2025
L00587,Kolkata,Business Analytics,Email Campaign,2025/04/27
L00588,Delhi,AI ml,Website,2025/03/10
L00589,Kolkata,Data Science,Linkedin,2025/04/09
L00590,Pune,data science,Email Campaign,2025/05/20
L00591,Bangalore,AI/ML,instagram,2025/01/25
L00592,Kolkata,data science,Website,2025/06/29
L00593,,Data Analytics,instagram,2025/05/03
L00594,Pune,,,22-02-2025
L00595,Kolkata,data science,Linkedin,2025/05/31
L00596,Hyderabad,,LinkedIn,
L00597,Delhi,,LinkedIn,2025/05/24
L00598,Hyderabad,AI/ML,instagram,2025/02/26
L00599,,AI ml,Campus Drive,08-02-2025
L00600,Mumbai,AI/ML,,2025/04/19
L00601,Pune,data science,Email Campaign,2025/02/11
L00602,Ahmedabad,Data Analytics,,2025/06/16
L00603,Ahmedabad,,Website,22-05-2025
L00604,Kolkata,Business Analytics,Email Campaign,02-05-2025
L00605,Delhi,,Email Campaign,
L00606,Bangalore,Data Analytics,Linkedin,2025/05/13
L00607,Ahmedabad,data science,instagram,2025/06/12
L00608,Bangalore,Data Analytics,Website,2025/03/16
L00609,Ahmedabad,Business Analytics,Instagram,26-05-2025
L00610,Pune,AI/ML,LinkedIn,2025/03/17
L00611,Ahmedabad,Business Analytics,LinkedIn,2025/01/09
L00612,,Data Analytics,Instagram,15-03-2025
L00613,Chennai,Business Analytics,Campus Drive,2025/05/25
L00614,Kolkata,,Email Campaign,2025/01/07
L00615,Mumbai,Data Analytics,Campus Drive,2025/06/23
L00616,Ahmedabad,AI ml,Campus Drive,2025/05/21
L00617,Delhi,data science,,2025/06/17
L00618,Mumbai,AI/ML,LinkedIn,2025/06/19
L00619,Bangalore,AI/ML,Instagram,2025/05/17
L00620,Hyderabad,Business Analytics,instagram,2025/06/27
L00621,,Business Analytics,Referral,2025/01/27
L00622,,AI ml,Referral,2025/05/02
L00623,,AI ml,LinkedIn,2025/01/05
L00624,Mumbai,Business Analytics,Email Campaign,2025/01/29
L00625,Hyderabad,data science,Referral,2025/06/14
L00626,Delhi,,Referral,2025/06/15
L00627,Mumbai,AI/ML,Email Campaign,2025/03/24
L00628,Bangalore,Data Analytics,LinkedIn,2025/05/16
L00629,Pune,Data Analytics,Referral,2025/04/19
L00630,Mumbai,AI/ML,Instagram,2025/03/06
L00631,,data science,Linkedin,2025/03/27
L00632,Chennai,AI ml,Instagram,2025/05/25
L00633,,AI ml,instagram,2025/03/12
L00634,Hyderabad,Business Analytics,Email Campaign,2025/02/14
L00635,Bangalore,Data Science,Linkedin,2025/05/12
L00636,Delhi,Business Analytics,Referral,2025/02/05
L00637,,data science,Email Campaign,2025/03/11
L00638,Kolkata,AI/ML,Campus Drive,2025/06/08
L00639,Chennai,,Instagram,2025/01/19
L00640,,Business Analytics,instagram,2025/04/18
L00641,Mumbai,AI ml,LinkedIn,2025/06/16
L00642,Chennai,Data Analytics,Instagram,2025/04/01
L00643,Hyderabad,,Instagram,31-03-2025
L00644,Bangalore,AI/ML,Instagram,2025/01/19
L00645,Delhi,AI ml,LinkedIn,2025/02/08
L00646,,Data Science,Instagram,2025/05/06
L00647,Mumbai,Business Analytics,Campus Drive,2025/06/22
L00648,Bangalore,,instagram,2025/05/21
L00649,Mumbai,,Website,2025/05/06
L00650,Delhi,Data Analytics,,2025/02/27
L00651,,AI ml,LinkedIn,2025/05/28
L00652,Mumbai,Business Analytics,LinkedIn,2025/03/02
L00653,Bangalore,Data Science,instagram,07-05-2025
L00654,Mumbai,,,2025/04/15
L00655,,Data Analytics,Email Campaign,2025/06/16
L00656,Bangalore,AI ml,Instagram,2025/01/01
L00657,Hyderabad,Business Analytics,Email Campaign,2025/05/11
L00658,Pune,Business Analytics,Campus Drive,2025/04/02
L00659,Bangalore,AI ml,Referral,2025/04/23
L00660,Chennai,AI ml,Campus Drive,2025/06/02
L00661,Pune,AI ml,Website,2025/02/25
L00662,Mumbai,Data Science,LinkedIn,2025/06/10
L00663,,Data Analytics,LinkedIn,2025/06/15
L00664,Bangalore,AI ml,Campus Drive,2025/04/27
L00665,,Data Science,Website,2025/05/14
L00666,Bangalore,,Email Campaign,2025/02/27
L00667,,data science,Website,2025/02/13
L00668,Chennai,AI ml,Website,2025/06/22
L00669,Kolkata,AI/ML,Campus Drive,2025/06/09
L00670,Pune,AI/ML,Referral,2025/06/22
L00671,Pune,Data Science,,2025/03/02
L00672,Bangalore,Data Science,Referral,2025/02/16
L00673,Mumbai,data science,Instagram,2025/05/29
L00674,Delhi,data science,,
L00675,Delhi,data science,LinkedIn,2025/03/21
L00676,Pune,data science,Campus Drive,2025/04/28
L00677,Kolkata,AI ml,Email Campaign,2025/06/13
L00678,Delhi,AI/ML,,2025/05/27
L00679,Ahmedabad,,LinkedIn,2025/01/20
L00680,Delhi,data science,,2025/05/26
L00681,,data science,,2025/02/16
L00682,,Data Science,Instagram,2025/02/18
L00683,Pune,data science,Email Campaign,2025/01/14
L00684,Kolkata,,Email Campaign,2025/05/23
L00685,Mumbai,AI ml,,2025/06/08
L00686,Bangalore,AI ml,Email Campaign,2025/01/01
L00687,Hyderabad,,LinkedIn,2025/04/27
L00688,Chennai,AI ml,Linkedin,2025/02/23
L00689,Pune,Data Analytics,Instagram,2025/04/28
L00690,Kolkata,AI ml,Referral,2025/01/03
L00691,Bangalore,,Website,2025/05/24
L00692,Hyderabad,data science,Email Campaign,2025/01/12
L00693,,AI ml,Referral,2025/03/15
L00694,Pune,Business Analytics,Campus Drive,2025/01/16
L00695,Mumbai,data science,Website,2025/04/12
L00696,Chennai,AI/ML,Instagram,2025/06/01
L00697,Hyderabad,AI ml,Linkedin,2025/06/05
L00698,Mumbai,AI ml,Referral,2025/04/27
L00699,Delhi,AI/ML,Linkedin,2025/01/08
L00700,Bangalore,AI ml,,
L00701,Pune,Data Science,Linkedin,2025/05/02
L00702,Bangalore,Data Science,Email Campaign,2025/04/02
L00703,Hyderabad,Data Analytics,Linkedin,13-06-2025
L00704,Ahmedabad,data science,Referral,2025/03/31
L00705,Ahmedabad,Data Analytics,,2025/05/16
L00706,Chennai,Business Analytics,Email Campaign,2025/03/01
L00707,Delhi,Data Science,LinkedIn,2025/06/27
L00708,,AI/ML,instagram,2025/01/28
L00709,Kolkata,Business Analytics,Instagram,11-04-2025
L00710,Pune,AI ml,Instagram,2025/02/10
L00711,Pune,Data Science,Linkedin,2025/06/04
L00712,Hyderabad,Business Analytics,Referral,2025/05/25
L00713,Ahmedabad,data science,,2025/06/10
L00714,,,Email Campaign,06-06-2025
L00715,,AI ml,Instagram,2025/05/21
L00716,Hyderabad,AI ml,Email Campaign,2025/02/15
L00717,,,Instagram,2025/02/04
L00718,,Business Analytics,Referral,
L00719,Ahmedabad,Data Science,Website,2025/05/14
L00720,Mumbai,,,2025/03/23
L00721,,,Instagram,2025/04/25
L00722,Hyderabad,Business Analytics,Email Campaign,2025/02/16
L00723,Kolkata,,Website,2025/06/02
L00724,,data science,,2025/01/10
L00725,Delhi,AI ml,LinkedIn,2025/02/25
L00726,Hyderabad,AI/ML,instagram,2025/01/30
L00727,Mumbai,,,2025/04/19
L00728,Kolkata,data science,Website,2025/01/05
L00729,Ahmedabad,AI ml,Website,
L00730,Chennai,Business Analytics,Website,2025/04/29
L00731,Pune,,Instagram,2025/02/02
L00732,,,,2025/04/28
L00733,Pune,Data Analytics,,06-03-2025
L00734,Hyderabad,Business Analytics,Email Campaign,2025/05/26
L00735,Ahmedabad,Business Analytics,,2025/06/26
L00736,Bangalore,data science,,2025/01/11
L00737,Kolkata,Data Analytics,Instagram,2025/03/26
L00738,Delhi,Data Analytics,Website,2025/01/26
L00739,Pune,data science,Website,2025/03/04
L00740,,AI/ML,Instagram,
L00741,Mumbai,,Email Campaign,27-03-2025
L00742,Pune,Data Science,Campus Drive,2025/02/28
L00743,Hyderabad,Data Science,Linkedin,2025/01/27
L00744,Kolkata,Data Analytics,Email Campaign,2025/06/26
L00745,Kolkata,Business Analytics,Campus Drive,2025/06/10
L00746,,Business Analytics,Referral,2025/04/08
L00747,Bangalore,data science,LinkedIn,2025/04/15
L00748,,AI/ML,Instagram,2025/04/09
L00749,Chennai,Data Science,instagram,2025/05/09
L00750,Delhi,AI ml,Website,2025/05/29
L00751,Ahmedabad,AI ml,Website,2025/02/24
L00752,Hyderabad,data science,Email Campaign,2025/01/06
L00753,Hyderabad,data science,Website,2025/04/05
L00754,Ahmedabad,Business Analytics,instagram,2025/05/13
L00755,Ahmedabad,AI/ML,instagram,2025/04/12
L00756,Ahmedabad,AI/ML,Referral,03-01-2025
L00757,Bangalore,Data Analytics,Instagram,2025/01/23
L00758,Ahmedabad,Data Science,,2025/02/22
L00759,Ahmedabad,AI/ML,LinkedIn,2025/06/14
L00760,Pune,AI/ML,Campus Drive,
L00761,,AI/ML,LinkedIn,2025/03/24
L00762,Kolkata,AI ml,Instagram,2025/05/25
L00763,Ahmedabad,Data Science,Instagram,2025/03/26
L00764,Pune,Data Analytics,Instagram,2025/03/19
L00765,Chennai,,instagram,2025/04/20
L00766,Kolkata,Business Analytics,,2025/01/01
L00767,Delhi,AI ml,Instagram,2025/02/20
L00768,Kolkata,data science,Email Campaign,22-06-2025
L00769,Bangalore,data science,Referral,2025/01/04
L00770,Ahmedabad,Data Science,Website,2025/04/23
L00771,Kolkata,AI ml,LinkedIn,2025/02/01
L00772,Chennai,Data Science,LinkedIn,2025/02/03
L00773,Bangalore,AI ml,LinkedIn,2025/04/02
L00774,Ahmedabad,data science,instagram,2025/04/05
L00775,,Data Science,Campus Drive,2025/03/13
L00776,Kolkata,,instagram,2025/02/08
L00777,Ahmedabad,Business Analytics,Instagram,2025/06/03
L00778,,Business Analytics,Campus Drive,2025/06/11
L00779,Bangalore,AI/ML,,2025/04/28
L00780,Mumbai,data science,instagram,2025/01/03
L00781,,data science,Email Campaign,2025/05/03
L00782,Mumbai,data science,instagram,2025/02/19
L00783,,AI/ML,LinkedIn,2025/01/12
L00784,Hyderabad,data science,Instagram,2025/02/23
L00785,,Data Analytics,,2025/05/13
L00786,,AI ml,LinkedIn,2025/02/26
L00787,Chennai,Data Science,LinkedIn,25-05-2025
L00788,Chennai,Data Analytics,Website,2025/04/22
L00789,Ahmedabad,Data Science,Website,2025/02/16
L00790,Kolkata,AI ml,Website,2025/05/31
L00791,Mumbai,Business Analytics,Campus Drive,2025/03/26
L00792,Delhi,AI ml,Instagram,2025/05/22
L00793,Hyderabad,data science,Instagram,2025/03/07
L00794,Delhi,AI ml,Campus Drive,
L00795,Ahmedabad,Data Analytics,Instagram,2025/03/16
L00796,,Business Analytics,Campus Drive,2025/06/28
L00797,,AI ml,LinkedIn,13-04-2025
L00798,Hyderabad,AI/ML,instagram,2025/06/15
L00799,Ahmedabad,data science,Email Campaign,2025/02/07
L00800,Hyderabad,AI ml,LinkedIn,2025/02/19
L00801,Pune,Business Analytics,LinkedIn,2025/04/08
L00802,Mumbai,,Instagram,2025/03/23
L00803,Chennai,Data Analytics,Campus Drive,2025/01/30
L00804,Mumbai,data science,LinkedIn,2025/03/20
L00805,Delhi,data science,Referral,2025/04/01
L00806,Hyderabad,Data Science,Campus Drive,2025/06/28
L00807,Bangalore,Business Analytics,Instagram,21-02-2025
L00808,Chennai,data science,Referral,2025/06/15
L00809,Delhi,data science,Referral,2025/03/20
L00810,Pune,Data Analytics,Referral,2025/01/30
L00811,Pune,Data Science,LinkedIn,2025/04/16
L00812,Bangalore,data science,Campus Drive,2025/02/20
L00813,,data science,Referral,2025/03/22
L00814,Hyderabad,Data Analytics,Email Campaign,2025/05/13
L00815,Pune,AI ml,instagram,2025/01/29
L00816,Chennai,Data Analytics,Website,2025/05/12
L00817,Delhi,AI ml,Website,2025/05/18
L00818,Bangalore,,LinkedIn,2025/05/25
L00819,,Business Analytics,,2025/03/15
L00820,,AI ml,Instagram,17-01-2025
L00821,Ahmedabad,,Website,
L00822,Delhi,AI/ML,Website,2025/03/25
L00823,Chennai,data science,Linkedin,2025/03/10
L00824,Pune,Data Analytics,Email Campaign,2025/02/03
L00825,Ahmedabad,AI ml,Website,2025/01/06
L00826,Kolkata,Business Analytics,Instagram,2025/02/22
L00827,Chennai,AI ml,Website,2025/05/06
L00828,Hyderabad,AI/ML,Campus Drive,2025/02/12
L00829,Delhi,data science,Instagram,25-04-2025
L00830,Bangalore,AI/ML,Website,2025/04/21
L00831,Pune,,Campus Drive,2025/05/31
L00832,Kolkata,AI/ML,instagram,2025/03/21
L00833,Hyderabad,AI ml,Campus Drive,2025/04/05
L00834,Bangalore,Data Science,Instagram,2025/04/28
L00835,Pune,Data Science,,2025/05/24
L00836,,Data Science,Email Campaign,2025/01/08
L00837,,data science,,2025/05/12
L00838,,AI/ML,instagram,2025/04/14
L00839,Kolkata,data science,Campus Drive,2025/05/12
L00840,Kolkata,data science,Instagram,2025/01/25
L00841,,Data Analytics,instagram,2025/04/06
L00842,Ahmedabad,Business Analytics,,2025/06/04
L00843,Ahmedabad,Data Science,Email Campaign,2025/04/03
L00844,,Data Science,Instagram,2025/06/09
L00845,Pune,Data Science,,27-06-2025
L00846,Ahmedabad,,instagram,2025/03/02
L00847,Ahmedabad,,Instagram,2025/05/02
L00848,Mumbai,AI ml,Campus Drive,20-02-2025
L00849,Mumbai,AI ml,Referral,2025/05/27
L00850,Chennai,Data Science,LinkedIn,2025/01/21
L00851,Mumbai,Data Science,Website,2025/01/05
L00852,Pune,data science,LinkedIn,2025/04/02
L00853,Pune,,Campus Drive,2025/06/19
L00854,Mumbai,Business Analytics,instagram,2025/03/02
L00855,Hyderabad,Data Analytics,Referral,2025/01/22
L00856,Bangalore,Business Analytics,instagram,29-05-2025
L00857,,data science,Instagram,2025/03/11
L00858,Pune,Data Analytics,Website,2025/01/01
L00859,,AI/ML,LinkedIn,2025/05/13
L00860,Pune,AI/ML,Instagram,2025/01/12
L00861,Chennai,Business Analytics,Referral,2025/03/31
L00862,Pune,,Website,2025/02/15
L00863,Kolkata,AI ml,Linkedin,2025/02/03
L00864,,AI ml,Referral,26-06-2025
L00865,Bangalore,Data Science,Referral,2025/03/19
L00866,Pune,AI/ML,instagram,2025/02/14
L00867,Mumbai,data science,Linkedin,2025/06/04
L00868,Pune,AI ml,Instagram,2025/03/14
L00869,,,Referral,2025/01/26
L00870,Chennai,,,2025/02/16
L00871,,Data Analytics,,2025/05/01
L00872,Bangalore,AI/ML,instagram,2025/02/25
L00873,Bangalore,Business Analytics,Campus Drive,2025/04/04
L00874,Bangalore,data science,LinkedIn,2025/04/17
L00875,Chennai,,Referral,2025/03/04
L00876,,Business Analytics,Campus Drive,2025/02/17
L00877,Ahmedabad,Business Analytics,Instagram,02-03-2025
L00878,Kolkata,data science,instagram,2025/03/22
L00879,Bangalore,AI/ML,Website,2025/01/26
L00880,Hyderabad,data science,Email Campaign,2025/02/05
L00881,,Business Analytics,Referral,2025/01/01
L00882,,AI ml,Campus Drive,2025/01/08
L00883,Mumbai,Business Analytics,Website,2025/04/23
L00884,Delhi,Data Science,,09-04-2025
L00885,Delhi,AI ml,Referral,2025/06/29
L00886,,AI ml,instagram,
L00887,Chennai,data science,Campus Drive,2025/02/16
L00888,Bangalore,Business Analytics,Instagram,2025/05/07
L00889,Mumbai,Data Science,LinkedIn,2025/02/25
L00890,Bangalore,AI/ML,Referral,2025/01/14
L00891,Bangalore,Business Analytics,Linkedin,2025/01/28
L00892,Mumbai,,Linkedin,2025/03/19
L00893,Mumbai,data science,Linkedin,2025/05/10
L00894,Kolkata,Business Analytics,,2025/04/19
L00895,Pune,Data Science,LinkedIn,2025/06/03
L00896,Delhi,,Campus Drive,2025/01/14
L00897,Pune,AI/ML,Email Campaign,2025/02/25
L00898,,data science,Email Campaign,2025/04/25
L00899,Mumbai,Data Analytics,Referral,2025/01/07
L00900,Chennai,Data Analytics,LinkedIn,2025/01/03
L00901,,Data Science,Linkedin,2025/04/21
L00902,Mumbai,AI/ML,Instagram,2025/05/31
L00903,Pune,AI/ML,Instagram,2025/04/17
L00904,Ahmedabad,Business Analytics,Instagram,2025/01/18
L00905,Ahmedabad,Data Analytics,,2025/02/07
L00906,Delhi,Business Analytics,Referral,2025/04/25
L00907,Hyderabad,AI/ML,LinkedIn,2025/01/15
L00908,Chennai,Data Science,Instagram,2025/04/29
L00909,Bangalore,Data Science,Campus Drive,2025/01/28
L00910,,,LinkedIn,2025/02/08
L00911,,AI ml,Website,2025/01/17
L00912,Mumbai,Data Science,LinkedIn,2025/03/27
L00913,Ahmedabad,AI ml,Linkedin,2025/05/06
L00914,Hyderabad,Data Analytics,Website,2025/02/13
L00915,Chennai,,LinkedIn,2025/01/25
L00916,Chennai,Data Analytics,Email Campaign,2025/05/25
L00917,Ahmedabad,Business Analytics,instagram,2025/01/13
L00918,,AI ml,,25-01-2025
L00919,Hyderabad,Business Analytics,Campus Drive,2025/03/09
L00920,Kolkata,Data Science,Referral,2025/05/18
L00921,,,Email Campaign,
L00922,Pune,Data Analytics,Website,2025/03/08
L00923,Chennai,Data Analytics,Website,2025/04/19
L00924,Hyderabad,AI/ML,Website,2025/05/26
L00925,Ahmedabad,Data Science,Referral,2025/04/21
L00926,Chennai,data science,Email Campaign,2025/04/21
L00927,,Business Analytics,,03-02-2025
L00928,Bangalore,AI ml,,2025/04/21
L00929,Bangalore,data science,Referral,2025/01/08
L00930,Chennai,AI ml,Linkedin,2025/06/17
L00931,Hyderabad,AI/ML,instagram,2025/04/23
L00932,Hyderabad,Business Analytics,Campus Drive,2025/03/24
L00933,,AI ml,Instagram,2025/02/11
L00934,Pune,Business Analytics,Website,2025/06/18
L00935,,AI ml,Referral,2025/04/11
L00936,,Data Analytics,Website,
L00937,Pune,Business Analytics,Campus Drive,2025/01/06
L00938,Ahmedabad,,,2025/06/29
L00939,Bangalore,Business Analytics,,2025/01/26
L00940,Ahmedabad,AI ml,,2025/03/05
L00941,,,,2025/02/28
L00942,Hyderabad,AI ml,Instagram,2025/04/19
L00943,Pune,Business Analytics,,2025/05/01
L00944,,AI/ML,LinkedIn,2025/02/02
L00945,Mumbai,AI ml,Linkedin,2025/05/30
L00946,Mumbai,Data Analytics,,2025/01/21
L00947,Delhi,AI/ML,Linkedin,2025/03/11
L00948,Chennai,Data Analytics,,2025/04/22
L00949,Kolkata,AI ml,Referral,04-01-2025
L00950,Kolkata,AI ml,instagram,2025/04/04
L00951,,AI/ML,Website,2025/03/16
L00952,Delhi,AI ml,Campus Drive,2025/03/03
L00953,Bangalore,Data Science,Campus Drive,2025/04/04
L00954,,Business Analytics,Campus Drive,2025/04/05
L00955,,Business Analytics,Linkedin,01-06-2025
L00956,,Data Science,LinkedIn,2025/02/24
L00957,Mumbai,Data Science,LinkedIn,2025/05/17
L00958,Kolkata,,Referral,2025/05/11
L00959,Bangalore,AI/ML,Email Campaign,2025/01/31
L00960,Chennai,AI ml,Campus Drive,2025/02/09
L00961,,Business Analytics,instagram,2025/02/05
L00962,Chennai,,Campus Drive,2025/06/01
L00963,Mumbai,AI ml,Linkedin,2025/01/06
L00964,Delhi,AI ml,LinkedIn,2025/03/07
L00965,Chennai,data science,Campus Drive,2025/03/16
L00966,Delhi,Business Analytics,instagram,2025/01/04
L00967,,AI ml,Referral,2025/03/20
L00968,Kolkata,Data Science,LinkedIn,2025/05/14
L00969,Hyderabad,,Website,2025/04/28
L00970,,data science,Campus Drive,2025/04/23
L00971,Ahmedabad,,Referral,04-04-2025
L00972,Bangalore,,instagram,28-06-2025
L00973,Pune,AI/ML,Website,2025/03/03
L00974,Pune,data science,,2025/03/20
L00975,,,Website,2025/05/16
L00976,,Business Analytics,Referral,2025/01/26
L00977,,AI/ML,Referral,28-06-2025
L00978,,Business Analytics,instagram,2025/06/22
L00979,Bangalore,data science,Email Campaign,2025/02/13
L00980,Kolkata,,Website,13-05-2025
L00981,Hyderabad,,Instagram,2025/03/11
L00982,,data science,Email Campaign,2025/06/03
L00983,Ahmedabad,Business Analytics,Email Campaign,2025/04/28
L00984,Hyderabad,AI ml,Campus Drive,09-03-2025
L00985,Bangalore,Data Analytics,LinkedIn,19-01-2025
L00986,,,,2025/01/20
L00987,,,Email Campaign,2025/04/23
L00988,Bangalore,AI ml,Instagram,
L00989,Hyderabad,AI/ML,Linkedin,2025/05/20
L00990,Delhi,Business Analytics,instagram,2025/02/16
L00991,Delhi,AI ml,Email Campaign,2025/01/01
L00992,,AI ml,Instagram,2025/03/31
L00993,Chennai,,Referral,2025/05/22
L00994,Pune,Business Analytics,Campus Drive,2025/03/05
L00995,,AI/ML,instagram,2025/02/07
L00996,Delhi,Business Analytics,LinkedIn,2025/02/06
L00997,,Business Analytics,Instagram,2025/05/06
L00998,Mumbai,AI ml,instagram,2025/05/19
L00999,Delhi,AI/ML,Linkedin,10-04-2025
L01000,Kolkata,,Referral,
L01001,,Business Analytics,Linkedin,2025/03/18
L01002,Kolkata,Data Analytics,Campus Drive,2025/01/03
L01003,Chennai,,Linkedin,2025/06/10
L01004,,AI ml,Website,2025/05/14
L01005,Mumbai,AI/ML,instagram,2025/06/27
L01006,Delhi,Data Science,Email Campaign,2025/01/10
L01007,,data science,Instagram,2025/01/05
L01008,Mumbai,Data Analytics,Referral,31-05-2025
L01009,Mumbai,,Campus Drive,2025/05/18
L01010,Kolkata,data science,Email Campaign,
L01011,Pune,AI/ML,,2025/06/21
L01012,Hyderabad,Data Analytics,Campus Drive,
L01013,Pune,,LinkedIn,2025/05/10
L01014,,data science,Linkedin,2025/01/13
L01015,,Data Science,Instagram,17-06-2025
L01016,Pune,,Email Campaign,2025/05/10
L01017,Hyderabad,Data Science,Campus Drive,2025/03/25
L01018,Delhi,Data Science,Email Campaign,2025/03/06
L01019,Mumbai,Business Analytics,Website,2025/03/04
L01020,Mumbai,AI ml,,2025/04/11
L01021,Pune,AI/ML,Website,2025/03/14
L01022,Pune,Business Analytics,Website,17-01-2025
L01023,Bangalore,Data Science,Referral,2025/01/09
L01024,Hyderabad,AI/ML,instagram,2025/05/23
L01025,Kolkata,AI/ML,Email Campaign,2025/06/01
L01026,Mumbai,AI/ML,instagram,2025/02/07
L01027,Kolkata,Data Analytics,,2025/06/12
L01028,,,Website,2025/04/04
