Lead_ID,Counselling,Application,Enrolled
L01300,No,no,Y
L01301,N,No,Yes
L01302,No,,
L01303,,,N
L01304,No,,Y
L01305,N,No,
L01306,,no,No
L01307,Y,No,Yes
L01308,yes,Yes,
L01309,yes,yes,
L01310,Y,,
L01311,No,Yes,N
L01312,N,no,no
L01313,Yes,Yes,Y
L01314,Y,Yes,no
L01315,,Y,Y
L01316,Y,no,Y
L01317,N,yes,
L01318,N,yes,No
L01319,,No,no
L01320,N,,Yes
L01321,no,no,
L01322,,N,
L01323,N,,Yes
L01324,Y,,no
L01325,,no,N
L01326,,yes,no
L01327,,No,N
L01328,No,Yes,N
L01329,Y,,
L01330,yes,yes,N
L01331,yes,N,N
L01332,,,
L01333,Y,no,no
L01334,,yes,no
L01335,Yes,Y,no
L01336,no,,
L01337,N,,yes
L01338,Y,,no
L01339,,Y,yes
L01340,,,Y
L01341,No,yes,N
L01342,,Y,Yes
L01343,Yes,N,no
L01344,No,,Y
L01345,No,Y,No
L01346,N,,yes
L01347,no,,no
L01348,no,yes,Y
L01349,yes,Yes,
L01350,No,,no
L01351,,Y,Yes
L01352,Y,no,no
L01353,,no,No
L01354,No,N,yes
L01355,yes,no,No
L01356,No,,
L01357,no,yes,Yes
L01358,,Yes,no
L01359,yes,no,no
L01360,,No,Yes
L01361,Yes,,no
L01362,,,no
L01363,No,Y,no
L01364,,,Y
L01365,No,N,Y
L01366,N,,yes
L01367,no,,Yes
L01368,Yes,yes,No
L01369,,Y,
L01370,No,Yes,
L01371,No,N,
L01372,Yes,,
L01373,N,Yes,Yes
L01374,no,no,N
L01375,,,no
L01376,Y,N,no
L01377,Yes,No,Yes
L01378,no,,no
L01379,N,No,yes
L01380,No,no,No
L01381,Yes,yes,no
L01382,,,
L01383,,Y,Y
L01384,no,,N
L01385,No,no,no
L01386,yes,,N
L01387,no,N,no
L01388,,yes,no
L01389,no,Yes,Yes
L01390,no,Yes,Yes
L01391,No,N,
L01392,N,Yes,Yes
L01393,Y,,Y
L01394,Y,yes,yes
L01395,yes,yes,yes
L01396,Yes,Y,
L01397,,,Yes
L01398,yes,N,N
L01399,,N,no
L01400,,Yes,
L01401,,no,Yes
L01402,Yes,N,no
L01403,,yes,Y
L01404,,N,N
L01405,Yes,No,N
L01406,yes,Y,no
L01407,yes,Yes,no
L01408,no,,
L01409,No,,yes
L01410,,no,
L01411,Y,Y,no
L01412,Yes,Yes,Yes
L01413,Yes,N,
L01414,no,no,N
L01415,Y,yes,No
L01416,,N,N
L01417,No,No,Y
L01418,,,
L01419,no,Yes,N
L01420,N,,
L01421,,Y,
L01422,No,N,N
L01423,N,,N
L01424,Yes,,No
L01425,,Y,
L01426,,,Y
L01427,Y,no,N
L01428,Yes,Y,Yes
L01429,no,N,Yes
L01430,No,,
L01431,No,Y,No
L01432,Yes,yes,yes
L01433,no,Yes,Y
L01434,,yes,N
L01435,Y,,
L01436,yes,,yes
L01437,N,Y,
L01438,,No,N
L01439,no,Yes,
L01440,Y,,Yes
L01441,N,No,no
L01442,,,Y
L01443,Y,Y,
L01444,No,N,Y
L01445,yes,N,
L01446,,Yes,Yes
L01447,,No,yes
L01448,N,No,no
L01449,yes,no,
L01450,yes,Yes,No
L01451,Yes,N,no
L01452,No,N,yes
L01453,no,No,N
L01454,Yes,Yes,
L01455,,no,Yes
L01456,,,
L01457,Yes,Yes,no
L01458,yes,No,No
L01459,yes,No,
L01460,Y,,
L01461,Y,no,yes
L01462,No,,N
L01463,No,yes,
L01464,no,N,no
L01465,Yes,,
L01466,yes,,no
L01467,yes,,no
L01468,,Y,N
L01469,No,Y,N
L01470,Y,,Yes
L01471,N,No,no
L01472,no,,
L01473,N,Yes,
L01474,Yes,,Yes
L01475,,,
L01476,No,yes,No
L01477,Y,no,N
L01478,Y,Y,
L01479,Yes,yes,Yes
L01480,,no,
L01481,Yes,No,No
L01482,N,no,
L01483,No,yes,Y
L01484,,,Y
L01485,Yes,,N
L01486,yes,,No
L01487,,no,N
L01488,Y,,Yes
L01489,,Yes,
L01490,Y,yes,
L01491,yes,Y,Yes
L01492,no,Y,yes
L01493,no,No,Y
L01494,,yes,Yes
L01495,,Yes,
L01496,Yes,,yes
L01497,N,Y,
L01498,No,Yes,N
L01499,no,yes,Y
L01500,N,yes,N
L01501,No,N,Yes
L01502,,,No
L01503,No,Yes,no
L01504,no,Y,no
L01505,,No,Y
L01506,,N,N
L01507,No,N,N
L01508,,Y,
L01509,Yes,no,
L01510,yes,N,yes
L01511,,,
L01512,N,no,N
L01513,N,yes,N
L01514,yes,No,Y
L01515,Yes,no,N
L01516,Yes,Yes,yes
L01517,Y,,No
L01518,yes,Y,
L01519,Yes,No,
L01520,no,No,
L01521,No,,
L01522,N,N,no
L01523,,No,
L01524,Yes,yes,N
L01525,,,
L01526,no,,Yes
L01527,Y,yes,yes
L01528,,,
L01529,,Yes,N
L01530,,Yes,Yes
L01531,yes,yes,yes
L01532,no,no,Yes
L01533,No,Y,no
L01534,no,Y,N
L01535,N,No,Y
L01536,Y,Yes,no
L01537,,no,
L01538,,,
L01539,No,Y,yes
L01540,yes,No,no
L01541,No,No,Y
L01542,no,Yes,Y
L01543,Yes,,N
L01544,Yes,Y,N
L01545,No,Y,N
L01546,,no,Yes
L01547,,,No
L01548,N,,N
L01549,,N,No
L01550,,Yes,yes
L01551,No,N,yes
L01552,,Yes,
L01553,Y,yes,No
L01554,no,Y,yes
L01555,No,yes,Y
L01556,Yes,,No
L01557,yes,,Yes
L01558,N,no,no
L01559,no,No,Yes
L01560,Y,,
L01561,no,Yes,
L01562,Yes,Y,Y
L01563,no,,
L01564,Y,,Y
L01565,,yes,no
L01566,Y,No,Yes
L01567,yes,no,Y
L01568,,,N
L01569,no,Y,no
L01570,yes,Y,N
L01571,No,Yes,Yes
L01572,yes,Yes,N
L01573,No,yes,Y
L01574,,yes,No
L01575,No,no,no
L01576,No,No,N
L01577,Yes,no,
L01578,N,,No
L01579,Y,Y,no
L01580,No,yes,Y
L01581,N,,Y
L01582,no,N,No
L01583,Yes,no,
L01584,No,,no
L01585,No,no,yes
L01586,Y,Yes,Yes
L01587,Yes,no,Yes
L01588,,No,Yes
L01589,Yes,no,Yes
L01590,N,No,Y
L01591,yes,No,no
L01592,no,N,No
L01593,Y,,N
L01594,,Y,
L01595,N,no,
L01596,yes,yes,No
L01597,yes,Y,
L01598,no,Yes,Y
L01599,N,no,Y
L01600,,,Yes
L01601,Y,,yes
L01602,N,,N
L01603,,Y,
L01604,N,Yes,Yes
L01605,,,Y
L01606,no,,N
L01607,Y,N,
L01608,,Y,No
L01609,No,Y,no
L01610,N,Y,Yes
L01611,Yes,N,yes
L01612,No,,
L01613,,No,Yes
L01614,No,,yes
L01615,No,,Yes
L01616,no,no,N
L01617,Y,Yes,yes
L01618,No,,No
L01619,Yes,N,N
L01620,No,,
L01621,yes,,no
L01622,yes,,
L01623,no,,N
L01624,N,no,No
L01625,N,N,Yes
L01626,Yes,Y,
L01627,no,,no
L01628,,No,yes
L01629,no,,No
L01630,,yes,no
L01631,no,Y,
L01632,N,yes,Yes
L01633,No,No,no
L01634,Y,No,N
L01635,Y,yes,Y
L01636,Yes,No,yes
L01637,No,yes,yes
L01638,,No,no
L01639,N,,No
L01640,Y,yes,no
L01641,yes,yes,no
L01642,N,N,Yes
L01643,N,no,
L01644,no,,
L01645,N,No,
L01646,Y,,
L01647,N,no,no
L01648,no,,yes
L01649,No,,Yes
L01650,,no,no
L01651,Y,yes,no
L01652,no,Y,yes
L01653,Y,N,
L01654,Y,N,
L01655,Yes,yes,Yes
L01656,N,,Y
L01657,Yes,No,no
L01658,,yes,Y
L01659,No,,yes
L01660,no,Yes,No
L01661,N,No,No
L01662,Yes,Y,no
L01663,Yes,Yes,no
L01664,No,yes,
L01665,yes,yes,yes
L01666,yes,,Yes
L01667,Y,Y,
L01668,,yes,no
L01669,No,,
L01670,no,Y,N
L01671,N,Yes,No
L01672,Yes,Y,yes
L01673,,,N
L01674,,Y,
L01675,yes,No,Yes
L01676,,N,yes
L01677,Yes,no,N
L01678,Y,No,
L01679,,no,no
L01680,,Yes,
L01681,,Yes,No
L01682,Yes,yes,
L01683,No,N,yes
L01684,,,No
L01685,no,,
L01686,,No,no
L01687,Yes,yes,
L01688,N,yes,
L01689,N,no,yes
L01690,no,No,Yes
L01691,,,no
L01692,N,No,No
L01693,No,yes,no
L01694,Y,yes,
L01695,No,yes,Yes
L01696,yes,no,N
L01697,,,Y
L01698,,N,Y
L01699,,no,no
L01700,Y,,yes
L01701,Yes,Y,Y
L01702,no,,
L01703,Y,Yes,no
L01704,,No,N
L01705,Y,,no
L01706,,No,Yes
L01707,yes,Yes,Yes
L01708,Yes,N,no
L01709,N,,Yes
L01710,Y,,Yes
L01711,yes,yes,yes
L01712,no,N,yes
L01713,no,N,no
L01714,,,N
L01715,N,No,No
L01716,Yes,No,N
L01717,N,yes,yes
L01718,,No,
L01719,Yes,N,Yes
L01720,Yes,,
L01721,no,no,
L01722,No,Yes,yes
L01723,Yes,no,yes
L01724,,no,No
L01725,No,,No
L01726,No,No,N
L01727,,no,
L01728,Yes,Y,yes
L01729,No,no,
L01730,No,No,Yes
L01731,No,,N
L01732,N,yes,
L01733,yes,yes,Y
L01734,Y,N,No
L01735,Yes,No,N
L01736,yes,,N
L01737,Yes,no,no
L01738,,Yes,yes
L01739,,no,Yes
L01740,Y,,
L01741,,no,N
L01742,No,,no
L01743,yes,Yes,
L01744,Yes,no,yes
L01745,No,,Yes
L01746,no,,
L01747,yes,no,
L01748,N,,No
L01749,,Y,no
L01750,yes,Y,
L01751,,,Yes
L01752,no,N,Yes
L01753,,No,Yes
L01754,No,no,
L01755,Y,N,yes
L01756,no,,no
L01757,no,yes,N
L01758,Yes,yes,yes
L01759,yes,No,
L01760,,Y,no
L01761,Y,No,Y
L01762,Y,,yes
L01763,,,no
L01764,Y,No,No
L01765,yes,yes,Yes
L01766,Y,,yes
L01767,Yes,Y,Y
L01768,No,Y,N
L01769,,no,
L01770,Yes,,N
L01771,No,No,
L01772,N,N,
L01773,yes,no,
L01774,no,Yes,no
L01775,no,yes,
L01776,Y,Yes,Yes
L01777,Y,Yes,Y
L01778,yes,,
L01779,no,Yes,No
L01780,No,N,yes
L01781,yes,Y,N
L01782,no,,Yes
L01783,No,no,no
L01784,Y,no,
L01785,,No,
L01786,,No,Y
L01787,Y,,No
L01788,no,No,
L01789,No,Yes,No
L01790,N,,Y
L01791,,,
L01792,yes,N,no
L01793,no,yes,
L01794,,N,No
L01795,no,yes,
L01796,N,,yes
L01797,N,yes,yes
L01798,Yes,no,Yes
L01799,N,Y,Y
L01800,Yes,N,N
L01801,N,yes,Yes
L01802,Yes,,yes
L01803,,N,
L01804,,,yes
L01805,,yes,N
L01806,,,No
L01807,no,Y,Yes
L01808,,No,N
L01809,No,no,yes
L01810,yes,N,N
L01811,yes,,Yes
L01812,Y,,Y
L01813,no,,
L01814,Yes,no,N
L01815,yes,Y,
L01816,,Yes,No
L01817,No,,Y
L01818,No,no,
L01819,,Yes,N
L01820,no,No,
L01821,,,N
L01822,N,,No
L01823,No,N,
L01824,Y,,No
L01825,no,,Yes
L01826,no,no,No
L01827,N,no,no
L01828,,No,no
L01829,,yes,yes
L01830,Y,,Y
L01831,Y,yes,Yes
L01832,,N,
L01833,N,No,
L01834,No,,N
L01835,,,yes
L01836,Yes,Y,yes
L01837,yes,Yes,N
L01838,,Y,Yes
L01839,no,Y,N
L01840,no,N,
L01841,yes,no,
L01842,No,,Yes
L01843,,Yes,Yes
L01844,,,No
L01845,yes,,Y
L01846,,,Yes
L01847,Yes,Y,
L01848,,yes,Y
L01849,No,Y,No
L01850,no,,
L01851,yes,yes,N
L01852,yes,yes,yes
L01853,No,Yes,
L01854,no,no,yes
L01855,yes,yes,
L01856,,N,
L01857,Y,N,Y
L01858,yes,No,no
L01859,,no,N
L01860,yes,No,No
L01861,Yes,N,Y
L01862,,,N
L01863,Yes,yes,Y
L01864,,yes,
L01865,yes,Yes,Y
L01866,yes,,
L01867,Yes,No,N
L01868,Y,,Y
L01869,,,Y
L01870,no,Y,
L01871,No,Y,N
L01872,yes,no,
L01873,no,no,
L01874,yes,N,no
L01875,Yes,yes,No
L01876,N,No,no
L01877,yes,Yes,No
L01878,,Yes,no
L01879,no,no,no
L01880,N,,N
L01881,No,Y,yes
L01882,Yes,yes,No
L01883,Y,yes,No
L01884,yes,N,N
L01885,,,
L01886,No,Y,N
L01887,no,No,
L01888,N,Y,N
L01889,Yes,no,no
L01890,,N,N
L01891,No,,N
L01892,,,No
L01893,Y,Y,
L01894,yes,yes,no
L01895,Yes,Yes,yes
L01896,,No,Y
L01897,,,
L01898,No,no,No
L01899,,Yes,No
L01900,no,Y,Yes
L01901,no,Yes,No
L01902,N,No,no
L01903,N,No,
L01904,N,N,
L01905,Y,No,N
L01906,N,,no
L01907,yes,N,Y
L01908,Y,N,no
L01909,No,yes,Yes
L01910,N,,No
L01911,Yes,No,N
L01912,Yes,,No
L01913,No,no,Y
L01914,Yes,Y,No
L01915,N,no,No
L01916,No,Y,
L01917,N,,
L01918,,yes,Y
L01919,Y,,
L01920,yes,yes,Yes
L01921,no,no,no
L01922,no,,N
L01923,,No,No
L01924,no,,
L01925,Yes,yes,No
L01926,Y,Y,
L01927,,N,yes
L01928,Y,Y,Y
L01929,,N,Yes
L01930,no,no,yes
L01931,,no,yes
L01932,N,,no
L01933,Y,,No
L01934,No,No,Yes
L01935,no,,Yes
L01936,no,No,
L01937,,no,N
L01938,yes,Yes,
L01939,no,,
L01940,Yes,Yes,
L01941,N,,
L01942,No,Y,Y
L01943,Y,No,Yes
L01944,N,Yes,yes
L01945,Yes,,Y
L01946,No,No,N
L01947,N,,Y
L01948,N,Y,No
L01949,yes,yes,
L01950,,no,yes
L01951,,,yes
L01952,no,No,Yes
L01953,Y,Y,
L01954,N,Yes,Y
L01955,no,Y,no
L01956,Yes,,
L01957,no,,N
L01958,No,,
L01959,,No,Y
L01960,no,,
L01961,no,,
L01962,yes,Y,No
L01963,,no,Yes
L01964,no,N,
L01965,yes,Y,
L01966,,N,No
L01967,Yes,N,Yes
L01968,,Y,
L01969,,no,Yes
L01970,yes,N,N
L01971,,Y,
L01972,yes,No,Yes
L01973,,,yes
L01974,,N,N
L01975,Yes,Yes,
L01976,yes,Yes,
L01977,,Yes,Yes
L01978,no,no,yes
L01979,,no,No
L01980,Yes,N,
L01981,,,Yes
L01982,Yes,N,
L01983,,N,
L01984,yes,N,Y
L01985,yes,,yes
L01986,No,no,yes
L01987,Yes,No,yes
L01988,Y,N,Yes
L01989,no,yes,Yes
L01990,N,N,N
L01991,N,No,
L01992,yes,,N
L01993,,N,
L01994,N,Yes,
L01995,Yes,,yes
L01996,,Yes,no
L01997,Yes,yes,No
L01998,,N,No
L01999,,,Y
L02000,no,N,Y
L02001,Yes,no,Y
L02002,Y,Yes,yes
L02003,No,N,Yes
L02004,,,N
L02005,no,No,
L02006,Y,Y,N
L02007,Yes,yes,No
L02008,,Y,
L02009,Yes,,No
L02010,,yes,No
L02011,yes,yes,N
L02012,no,No,Y
L02013,No,Yes,Yes
L02014,yes,no,Y
L02015,N,,No
L02016,Yes,Yes,
L02017,No,Y,
L02018,no,Yes,
L02019,Y,Y,N
L02020,No,N,No
L02021,yes,N,No
L02022,Y,no,N
L02023,Y,,Y
L02024,No,no,yes
L02025,,N,yes
L02026,,yes,yes
L02027,,Yes,Yes
L02028,N,No,Yes
L02029,No,N,No
L02030,yes,No,No
L02031,No,,N
L02032,no,no,no
L02033,,no,yes
L02034,Y,,N
L02035,Y,Y,Y
L02036,yes,Yes,
L02037,No,N,Y
L02038,,Y,N
L02039,N,yes,no
L02040,No,N,yes
L02041,,Yes,
L02042,,,
L02043,Y,,N
L02044,,,
L02045,Y,N,No
L02046,yes,no,
L02047,,no,yes
L02048,No,Yes,
L02049,Yes,yes,
L02050,,Y,yes
L02051,No,yes,Y
L02052,yes,N,N
L02053,Y,No,Y
L02054,Y,Yes,No
L02055,Yes,no,
L02056,Yes,No,No
L02057,yes,yes,
L02058,No,yes,
L02059,Y,no,Y
L02060,N,No,N
L02061,no,,
L02062,no,N,no
L02063,no,,
L02064,Y,yes,no
L02065,,,Yes
L02066,Y,,
L02067,,Y,no
L02068,,Y,Y
L02069,no,Y,yes
L02070,Yes,,No
L02071,no,No,yes
L02072,Yes,no,
L02073,yes,,yes
L02074,N,Yes,
L02075,no,Y,
L02076,N,N,
L02077,no,no,N
L02078,Yes,yes,yes
L02079,Yes,Yes,N
L02080,N,yes,
L02081,,,Yes
L02082,,N,
L02083,Yes,No,yes
L02084,yes,N,
L02085,no,,no
L02086,N,,No
L02087,Yes,No,
L02088,N,,N
L02089,N,No,yes
L02090,yes,no,No
L02091,,yes,Yes
L02092,yes,,N
L02093,,No,no
L02094,Y,No,
L02095,Yes,No,
L02096,Yes,yes,N
L02097,,No,No
L02098,N,Yes,no
L02099,Yes,yes,Yes
L02100,,,no
L02101,Y,No,
L02102,Yes,,Y
L02103,,,
L02104,Yes,yes,No
L02105,yes,Y,yes
L02106,Yes,Yes,Y
L02107,no,N,Yes
L02108,No,yes,
L02109,Yes,Yes,yes
L02110,yes,no,no
L02111,,No,No
L02112,Y,N,Yes
L02113,Y,no,
L02114,N,N,no
L02115,N,no,N
L02116,No,no,N
L02117,,yes,N
L02118,yes,N,No
L02119,Yes,,Y
L02120,Y,,Yes
L02121,Y,N,Yes
L02122,no,N,
L02123,,,
L02124,No,,N
L02125,no,Yes,Y
L02126,,,N
L02127,,No,yes
L02128,,yes,Y
L02129,Y,No,
L02130,,,yes
L02131,N,N,Y
L02132,Yes,Yes,
L02133,Yes,no,Y
L02134,,,Yes
L02135,no,Y,
L02136,,,yes
L02137,Yes,No,no
L02138,No,yes,
L02139,no,no,
L02140,,N,
L02141,,No,no
L02142,yes,yes,No
L02143,Yes,No,Yes
L02144,,,
L02145,Yes,,Yes
L02146,N,,
L02147,,,Yes
L02148,,,No
L02149,yes,,No
L02150,,,Yes
L02151,No,Y,yes
L02152,no,yes,Yes
L02153,no,yes,Yes
L02154,N,N,Yes
L02155,,yes,Y
L02156,No,Yes,no
L02157,N,No,
L02158,no,Yes,Y
L02159,Yes,No,N
L02160,,Y,yes
L02161,No,N,
L02162,Yes,No,N
L02163,,,
L02164,,no,
L02165,Yes,Y,Y
L02166,N,yes,no
L02167,Yes,N,Yes
L02168,yes,yes,no
L02169,No,,
L02170,N,Y,Yes
L02171,Yes,,Y
L02172,,Yes,
L02173,,,N
L02174,No,yes,No
L02175,Y,No,yes
L02176,,yes,No
L02177,,yes,No
L02178,N,No,
L02179,N,,N
L02180,Yes,yes,yes
L02181,no,No,
L02182,Y,yes,N
L02183,,,No
L02184,no,no,yes
L02185,,,
L02186,Y,No,Y
L02187,N,N,N
L02188,N,,N
L02189,yes,N,N
L02190,,N,N
L02191,yes,N,
L02192,,yes,Y
L02193,Y,Yes,No
L02194,,no,N
L02195,N,N,N
L02196,Y,,no
L02197,No,N,Yes
L02198,yes,no,N
L02199,,Yes,No
L02200,N,N,
L02201,No,,Yes
L02202,,,no
L02203,no,no,no
L02204,yes,No,Yes
L02205,No,no,N
L02206,Yes,Y,
L02207,,yes,
L02208,,no,yes
L02209,no,yes,
L02210,,,
L02211,yes,,No
L02212,Yes,N,No
L02213,Y,yes,No
L02214,Yes,No,N
L02215,Y,No,Yes
L02216,,no,no
L02217,,Y,
L02218,,Y,no
L02219,Y,No,
L02220,Y,N,yes
L02221,Y,No,no
L02222,no,Yes,Yes
L02223,,N,
L02224,N,yes,No
L02225,,yes,N
L02226,,yes,Y
L02227,Y,N,no
L02228,,,yes
L02229,Y,N,yes
L02230,,,yes
L02231,Y,Yes,
L02232,yes,yes,N
L02233,N,Y,
L02234,No,N,yes
L02235,Yes,yes,No
L02236,,N,
L02237,Yes,N,
L02238,,No,No
L02239,No,N,no
L02240,no,,Yes
L02241,Y,Yes,No
L02242,,no,N
L02243,N,No,No
L02244,N,,No
L02245,yes,Yes,Yes
L02246,,yes,Y
L02247,,N,Y
L02248,Yes,N,Y
L02249,No,,Yes
L02250,Y,yes,no
L02251,,Y,
L02252,Yes,yes,N
L02253,,yes,No
L02254,Yes,yes,
L02255,Yes,yes,
L02256,,Y,
L02257,,,no
L02258,Y,N,yes
L02259,,,Y
L02260,no,N,
L02261,No,,N
L02262,N,,N
L02263,N,Y,Yes
L02264,N,yes,No
L02265,No,Y,
L02266,Yes,Y,No
L02267,N,N,No
L02268,N,No,
L02269,no,no,Yes
L02270,no,no,yes
L02271,Y,,Yes
L02272,No,no,Yes
L02273,N,Y,Yes
L02274,,no,No
L02275,,N,no
L02276,Yes,No,
L02277,Yes,no,No
L02278,no,yes,yes
L02279,,,N
L02280,,,Y
L02281,,Y,yes
L02282,yes,yes,
L02283,Y,,
L02284,no,Yes,yes
L02285,,,
L02286,Y,,no
L02287,no,Y,
L02288,no,yes,
L02289,N,Yes,No
L02290,no,,Yes
L02291,yes,No,yes
L02292,No,,Y
L02293,,N,No
L02294,Yes,yes,yes
L02295,,no,N
L02296,Y,No,N
L02297,no,No,
L02298,Yes,,yes
L02299,no,Yes,N
L02300,No,,yes
L02301,No,,No
L02302,No,yes,N
L02303,no,no,
L02304,,,Yes
L02305,Yes,Y,
L02306,No,Y,No
L02307,,yes,Y
L02308,N,,No
L02309,Y,,Yes
L02310,yes,yes,
L02311,yes,,Yes
L02312,yes,N,no
L02313,yes,N,
L02314,yes,Yes,Y
L02315,yes,,N
L02316,no,Y,Yes
L02317,Yes,no,N
L02318,Y,no,yes
L02319,,no,
L02320,Yes,,yes
L02321,Y,Yes,N
L02322,No,no,
L02323,N,,N
L02324,,no,Y
L02325,N,,Y
L02326,,,N
L02327,N,,Yes
L02328,Y,Y,
L02329,no,N,
L02330,,,N
L02331,No,,Y
L02332,,,no
L02333,yes,,no
L02334,no,,
L02335,no,N,Yes
L02336,Yes,no,yes
L02337,,yes,No
L02338,Yes,yes,yes
L02339,No,No,Yes
L02340,no,Yes,Y
L02341,N,Y,No
L02342,No,No,N
L02343,yes,No,Yes
L02344,N,Yes,N
L02345,N,,
L02346,Yes,N,No
L02347,no,,
L02348,yes,Yes,
L02349,no,No,no
L02350,yes,no,
L02351,,yes,Yes
L02352,Y,No,no
L02353,yes,N,No
L02354,Y,Yes,Yes
L02355,Yes,No,
L02356,Y,yes,no
L02357,No,N,Yes
L02358,,Y,N
L02359,N,yes,No
L02360,yes,Y,No
L02361,Yes,Yes,yes
L02362,N,Y,N
L02363,no,no,
L02364,yes,No,no
L02365,yes,No,
L02366,Y,no,
L02367,Y,N,N
L02368,yes,,No
L02369,,yes,No
L02370,yes,Yes,Yes
L02371,No,no,
L02372,,,Y
L02373,no,No,Y
L02374,No,,no
L02375,,Y,yes
L02376,,,N
L02377,,yes,
L02378,No,yes,Y
L02379,no,no,Y
L02380,Yes,No,no
L02381,no,No,
L02382,Yes,Yes,
L02383,yes,Yes,no
L02384,N,,No
L02385,No,no,No
L02386,yes,N,Yes
L02387,,no,
L02388,,No,
L02389,,,
L02390,No,,Yes
L02391,,N,Y
L02392,Y,no,Y
L02393,No,yes,
L02394,No,Y,no
L02395,No,No,no
L02396,Yes,yes,Yes
L02397,Y,Y,
L02398,Yes,No,Yes
L02399,,No,Yes
L02400,,No,N
L02401,no,yes,N
L02402,no,,yes
L02403,Y,,
L02404,,No,Yes
L02405,,no,
L02406,no,no,No
L02407,yes,,N
L02408,Yes,N,Y
L02409,,,N
L02410,No,yes,
L02411,yes,yes,yes
L02412,No,No,Yes
L02413,no,,
L02414,,,No
L02415,,no,N
L02416,Yes,No,
L02417,no,N,Yes
L02418,N,N,N
L02419,N,Y,yes
L02420,Yes,No,
L02421,No,N,no
L02422,No,N,No
L02423,N,no,no
L02424,No,,Yes
L02425,Y,yes,Y
L02426,no,Y,no
L02427,Y,N,Y
L02428,yes,no,
L02429,Y,yes,no
L02430,,Yes,yes
L02431,No,Y,No
L02432,Yes,N,
L02433,no,No,no
L02434,no,yes,yes
L02435,no,No,Y
L02436,yes,,No
L02437,no,No,yes
L02438,,yes,Yes
L02439,N,Yes,yes
L02440,yes,Y,no
L02441,No,Yes,Yes
L02442,Yes,no,no
L02443,No,Yes,Y
L02444,Y,N,no
L02445,,Yes,No
L02446,,Yes,N
L02447,no,,Y
L02448,Y,,Yes
L02449,yes,No,
L02450,,No,yes
L02451,No,,N
L02452,no,,yes
L02453,N,yes,No
L02454,,No,
L02455,yes,yes,
L02456,No,Yes,
L02457,No,N,
L02458,yes,,
L02459,Yes,No,N
L02460,No,,N
L02461,no,No,yes
L02462,Y,no,
L02463,,Y,No
L02464,yes,Y,N
L02465,Yes,,no
L02466,No,Yes,no
L02467,Y,Yes,
L02468,N,,yes
L02469,Yes,Y,yes
L02470,yes,yes,N
L02471,No,yes,No
L02472,N,Y,Y
L02473,No,no,yes
L02474,,No,Y
L02475,,no,Yes
L02476,N,no,
L02477,yes,no,yes
L02478,Y,No,
L02479,Y,yes,Yes
L02480,no,yes,yes
L02481,,yes,Yes
L02482,,,
L02483,,,
L02484,,N,Yes
L02485,No,no,yes
L02486,yes,Yes,No
L02487,No,no,Yes
L02488,no,,
L02489,no,Yes,N
L02490,Yes,No,yes
L02491,No,Y,
L02492,yes,no,no
L02493,,,no
L02494,Yes,,Yes
L02495,N,,no
L02496,yes,yes,No
L02497,,Yes,No
L02498,no,yes,N
L02499,,no,N
L02500,Y,No,no
L02501,,No,no
L02502,Y,,yes
L02503,yes,Yes,No
L02504,yes,yes,yes
L02505,Y,Y,No
L02506,Yes,,
L02507,Y,,No
L02508,no,N,Y
L02509,,,No
L02510,No,Yes,Yes
L02511,yes,No,Yes
L02512,Yes,Yes,N
L02513,N,No,Yes
L02514,no,N,
L02515,No,,no
L02516,Yes,no,N
L02517,,,yes
L02518,,no,Y
L02519,yes,no,Yes
L02520,Yes,N,no
L02521,no,No,
L02522,Y,no,
L02523,yes,no,N
L02524,No,Y,yes
L02525,N,Y,
L02526,,yes,no
L02527,yes,Yes,N
L02528,no,Y,
L02529,,Yes,N
L02530,No,Yes,
L02531,no,Yes,no
L02532,,,
L02533,,yes,
L02534,yes,Yes,yes
L02535,Yes,No,yes
L02536,no,,No
L02537,Y,,No
L02538,,Y,
L02539,Y,No,N
L02540,yes,No,N
L02541,,,Yes
L02542,N,N,N
L02543,No,,N
L02544,Yes,No,Yes
L02545,No,,No
L02546,no,Yes,
L02547,yes,Yes,N
L02548,Yes,Yes,
L02549,yes,no,yes
L02550,yes,Yes,no
L02551,yes,Y,No
L02552,No,Yes,
L02553,no,N,Yes
L02554,no,Y,Yes
L02555,,,No
L02556,N,N,
L02557,,Y,
L02558,,yes,No
L02559,No,no,Y
L02560,Y,N,
L02561,Yes,Yes,Y
L02562,N,,
L02563,Yes,N,No
L02564,No,No,no
L02565,yes,Yes,Y
L02566,yes,Yes,yes
L02567,no,N,N
L02568,No,Y,yes
L02569,Y,,no
L02570,Y,N,Y
L02571,Yes,yes,N
L02572,,N,N
L02573,Yes,,N
L02574,,No,
L02575,,N,
L02576,,Yes,
L02577,yes,N,
L02578,,,No
L02579,,No,yes
L02580,yes,No,no
L02581,No,Y,yes
L02582,yes,,No
L02583,yes,Y,
L02584,no,,no
L02585,,yes,
L02586,No,Y,Y
L02587,Yes,yes,Y
L02588,N,N,
L02589,No,,
L02590,,yes,Y
L02591,Y,yes,N
L02592,yes,yes,
L02593,N,,
L02594,Yes,yes,No
L02595,No,Y,
L02596,N,,yes
L02597,N,,N
L02598,Yes,,yes
L02599,,no,
L02600,yes,No,no
L02601,Yes,Y,
L02602,Yes,,No
L02603,Yes,,no
L02604,N,Yes,No
